"""Main Muscle Worked""","""Level""","""pic_right""","""Mechanics Type""","""Equipment""","""Type""","""name""","""Other Muscles"""
Hamstrings,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/52/Male/l/52_1.jpg,Isolation,Machine,Strength,Lying Leg Curls,
Quadriceps,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/66/Male/l/66_1.jpg,Compound,Machine,Strength,Lying Machine Squat,"Calves, Glutes, Hamstrings"
Shoulders,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/165/Male/l/165_1.jpg,Isolation,Dumbbell,Strength,Lying One-Arm Lateral Raise,
Shoulders,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/376/Male/l/376_1.jpg,Isolation,Dumbbell,Strength,Lying Rear Delt Raise,
Biceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/212/Male/l/212_1.jpg,Isolation,Dumbbell,Strength,Lying Supine Dumbbell Curl,
Middle Back,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/137/Male/l/137_1.jpg,Compound,Machine,Strength,Lying T-Bar Row,"Biceps, Lats"
Triceps,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/342/Male/l/342_1.jpg,Isolation,E-Z Curl Bar,Strength,Lying Triceps Press,
Chest,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/224/Male/l/224_1.jpg,Compound,Machine,Strength,Machine Bench Press,"Shoulders, Triceps"
Biceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/899/Male/l/899_1.jpg,Isolation,Machine,Strength,Machine Bicep Curl,
Biceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/148/Male/l/148_1.jpg,Isolation,Machine,Strength,Machine Preacher Curls,
Shoulders,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/74/Male/l/74_1.jpg,Compound,Machine,Strength,Machine Shoulder (Military) Press,Triceps
Triceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/901/Male/l/901_1.jpg,Isolation,Machine,Strength,Machine Triceps Extension,
Middle Back,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/172/Male/l/172_1.jpg,Isolation,Dumbbell,Strength,Middle Back Shrug,
Middle Back,Expert,http://www.bodybuilding.com/exercises/exerciseImages/sequences/281/Male/l/281_1.jpg,Compound,Other,Strength,Mixed Grip Chin,"Biceps, Lats"
Abductors,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/903/Male/l/903_1.jpg,Compound,Bands,Strength,Monster Walk,
Lats,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1501/Male/l/1501_1.jpg,Compound,Other,Strength,Muscle Up,"Abdominals, Biceps, Forearms, Middle Back, Shoulders, Traps, Triceps"
Quadriceps,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/271/Male/l/271_1.jpg,Compound,Machine,Strength,Narrow Stance Hack Squats,"Calves, Glutes, Hamstrings"
Quadriceps,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/272/Male/l/272_1.jpg,Compound,Machine,Strength,Narrow Stance Leg Press,"Calves, Glutes, Hamstrings"
Quadriceps,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/269/Male/l/269_1.jpg,Compound,Barbell,Strength,Narrow Stance Squats,"Calves, Glutes, Hamstrings, Lower Back"
Hamstrings,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/847/Male/l/847_1.jpg,Compound,Body Only,Strength,Natural Glute Ham Raise,"Calves, Glutes, Lower Back"
Chest,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/274/Male/l/274_1.jpg,Compound,Barbell,Strength,Neck Press,"Shoulders, Triceps"
Abdominals,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/104/Male/l/104_1.jpg,Isolation,Body Only,Strength,Oblique Crunches,
Abdominals,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/122/Male/l/122_1.jpg,Isolation,Body Only,Strength,Oblique Crunches - On The Floor,
Middle Back,Expert,http://www.bodybuilding.com/exercises/exerciseImages/sequences/282/Male/l/282_1.jpg,Compound,Other,Strength,One Arm Chin-Up,"Biceps, Forearms, Lats"
Chest,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/246/Male/l/246_1.jpg,Compound,Dumbbell,Strength,One Arm Dumbbell Bench Press,"Shoulders, Triceps"
Biceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/255/Male/l/255_1.jpg,Isolation,Dumbbell,Strength,One Arm Dumbbell Preacher Curl,
Triceps,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/241/Male/l/241_1.jpg,Compound,Barbell,Strength,One Arm Floor Press,"Chest, Shoulders"
Lats,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/904/Male/l/904_1.jpg,Compound,Cable,Strength,One Arm Lat Pulldown,"Biceps, Middle Back"
Triceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/361/Male/l/361_1.jpg,Isolation,Dumbbell,Strength,One Arm Pronated Dumbbell Triceps Extension,
Triceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/362/Male/l/362_1.jpg,Isolation,Dumbbell,Strength,One Arm Supinated Dumbbell Triceps Extension,
Quadriceps,Expert,http://www.bodybuilding.com/exercises/exerciseImages/sequences/111/Male/l/111_1.jpg,Compound,Barbell,Strength,One Leg Barbell Squat,"Calves, Glutes, Hamstrings"
Middle Back,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/13/Male/l/13_1.jpg,Compound,Dumbbell,Strength,One-Arm Dumbbell Row,"Biceps, Lats, Shoulders"
Chest,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/164/Male/l/164_1.jpg,Isolation,Dumbbell,Strength,One-Arm Flat Bench Dumbbell Flye,
Abdominals,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/933/Male/l/933_1.jpg,Isolation,Cable,Strength,One-Arm High-Pulley Cable Side Bends,
Shoulders,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/170/Male/l/170_1.jpg,Isolation,Dumbbell,Strength,One-Arm Incline Lateral Raise,
Hamstrings,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/513/Male/l/513_1.jpg,Compound,Kettlebells,Strength,One-Arm Kettlebell Clean,"Glutes, Lower Back, Shoulders, Traps"
Shoulders,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/643/Male/l/643_1.jpg,Compound,Kettlebells,Strength,One-Arm Kettlebell Clean and Jerk,
Chest,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/515/Male/l/515_1.jpg,Compound,Kettlebells,Strength,One-Arm Kettlebell Floor Press,Triceps
Shoulders,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/514/Male/l/514_1.jpg,Compound,Kettlebells,Strength,One-Arm Kettlebell Jerk,"Calves, Quadriceps, Triceps"
Shoulders,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/517/Male/l/517_1.jpg,Compound,Kettlebells,Strength,One-Arm Kettlebell Military Press To The Side,Triceps
Shoulders,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/523/Male/l/523_1.jpg,Compound,Kettlebells,Strength,One-Arm Kettlebell Para Press,Triceps
Shoulders,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/519/Male/l/519_1.jpg,Compound,Kettlebells,Strength,One-Arm Kettlebell Push Press,"Calves, Quadriceps, Triceps"
Middle Back,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/516/Male/l/516_1.jpg,Compound,Kettlebells,Strength,One-Arm Kettlebell Row,"Biceps, Lats"
Shoulders,Expert,http://www.bodybuilding.com/exercises/exerciseImages/sequences/520/Male/l/520_1.jpg,Compound,Kettlebells,Strength,One-Arm Kettlebell Snatch,"Calves, Glutes, Hamstrings, Lower Back, Traps, Triceps"
Shoulders,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/540/Male/l/540_1.jpg,Compound,Kettlebells,Strength,One-Arm Kettlebell Split Jerk,"Glutes, Hamstrings, Quadriceps, Triceps"
Shoulders,Expert,http://www.bodybuilding.com/exercises/exerciseImages/sequences/537/Male/l/537_1.jpg,Compound,Kettlebells,Strength,One-Arm Kettlebell Split Snatch,"Hamstrings, Quadriceps"
Hamstrings,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/518/Male/l/518_1.jpg,Compound,Kettlebells,Strength,One-Arm Kettlebell Swings,"Calves, Glutes, Lower Back, Shoulders"
Middle Back,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1941/Male/l/1941_1.jpg,Compound,Barbell,Strength,One-Arm Long Bar Row,"Biceps, Lats"
Abdominals,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/2081/Male/l/2081_1.jpg,Compound,Medicine Ball,Strength,One-Arm Medicine Ball Slam,"Lats, Shoulders"
Hamstrings,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/541/Male/l/541_1.jpg,Compound,Kettlebells,Strength,One-Arm Open Palm Kettlebell Clean,"Forearms, Glutes, Lower Back, Quadriceps, Shoulders"
Quadriceps,Expert,http://www.bodybuilding.com/exercises/exerciseImages/sequences/522/Male/l/522_1.jpg,Compound,Kettlebells,Strength,One-Arm Overhead Kettlebell Squats,"Calves, Glutes, Hamstrings, Shoulders"
Quadriceps,Expert,http://www.bodybuilding.com/exercises/exerciseImages/sequences/198/Male/l/198_1.jpg,Compound,Barbell,Strength,One-Arm Side Deadlift,"Abdominals, Calves, Glutes, Hamstrings, Lower Back, Traps"
Shoulders,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/173/Male/l/173_1.jpg,Isolation,Dumbbell,Strength,One-Arm Side Laterals,
Glutes,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/101/Male/l/101_1.jpg,Isolation,Cable,Strength,One-Legged Cable Kickback,Hamstrings
Hamstrings,Expert,http://www.bodybuilding.com/exercises/exerciseImages/sequences/539/Male/l/539_1.jpg,Compound,Kettlebells,Strength,Open Palm Kettlebell Clean,"Glutes, Lower Back, Quadriceps, Shoulders"
Abdominals,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/2071/Male/l/2071_1.jpg,Compound,Other,Strength,Otis-Up,"Chest, Shoulders, Triceps"
Biceps,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/213/Male/l/213_1.jpg,Isolation,Cable,Strength,Overhead Cable Curl,
Abdominals,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/2713/Male/l/2713_1.jpg,Isolation,Cable,Strength,Pallof Press,"Chest, Shoulders, Triceps"
Abdominals,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/934/Male/l/934_1.jpg,Compound,Cable,Strength,Pallof Press With Rotation,"Chest, Shoulders, Triceps"
Forearms,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/4/Male/l/4_1.jpg,Isolation,Dumbbell,Strength,Palms-Down Dumbbell Wrist Curl Over A Bench,
Forearms,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/2/Male/l/2_1.jpg,Isolation,Barbell,Strength,Palms-Down Wrist Curl Over A Bench,
Forearms,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/390/Male/l/390_1.jpg,Isolation,Barbell,Strength,Palms-Up Barbell Wrist Curl Over A Bench,
Forearms,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/3/Male/l/3_1.jpg,Isolation,Dumbbell,Strength,Palms-Up Dumbbell Wrist Curl Over A Bench,
Triceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1461/Male/l/1461_1.jpg,Compound,Other,Strength,Parallel Bar Dip,"Chest, Shoulders"
Glutes,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1111/Male/l/1111_1.jpg,Compound,Exercise Ball,Strength,Physioball Hip Bridge,Hamstrings
Abdominals,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/908/Male/l/908_1.jpg,Isolation,Body Only,Strength,Plank,
Forearms,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/237/Male/l/237_1.jpg,Isolation,Other,Strength,Plate Pinch,
Abdominals,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/106/Male/l/106_1.jpg,Compound,Other,Strength,Plate Twist,
Hamstrings,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1101/Male/l/1101_1.jpg,Isolation,Other,Strength,Platform Hamstring Slides,Glutes
Quadriceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/43/Male/l/43_1.jpg,Compound,Dumbbell,Strength,Plie Dumbbell Squat,"Abdominals, Calves, Glutes, Hamstrings"
Chest,Expert,http://www.bodybuilding.com/exercises/exerciseImages/sequences/644/Male/l/644_1.jpg,Compound,Kettlebells,Strength,Plyo Kettlebell Pushups,"Shoulders, Triceps"
Hamstrings,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/185/Male/l/185_1.jpg,Compound,Barbell,Strength,Power Clean,"Calves, Forearms, Glutes, Lower Back, Middle Back, Quadriceps, Shoulders, Traps, Triceps"
Shoulders,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/270/Male/l/270_1.jpg,Isolation,Dumbbell,Strength,Power Partials,
Biceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/180/Male/l/180_1.jpg,Isolation,Barbell,Strength,Preacher Curl,
Biceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/155/Male/l/155_1.jpg,Isolation,Dumbbell,Strength,Preacher Hammer Dumbbell Curl,Forearms
Abdominals,Expert,http://www.bodybuilding.com/exercises/exerciseImages/sequences/203/Male/l/203_1.jpg,Compound,Barbell,Strength,Press Sit-Up,"Chest, Shoulders, Triceps"
Hamstrings,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1131/Male/l/1131_1.jpg,Isolation,None,Strength,Prone Manual Hamstring,
Glutes,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/707/Male/l/707_1.jpg,Compound,Cable,Strength,Pull Through,"Hamstrings, Lower Back"
Lats,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/46/Male/l/46_1.jpg,Compound,Body Only,Strength,Pullups,"Biceps, Middle Back"
Chest,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/844/Male/l/844_1.jpg,Compound,Body Only,Strength,Push Up to Side Plank,"Abdominals, Shoulders, Triceps"
Chest,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1511/Male/l/1511_1.jpg,Compound,Body Only,Strength,Push-Up Wide,"Abdominals, Shoulders, Triceps"
Triceps,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/363/Male/l/363_1.jpg,Compound,Body Only,Strength,Push-Ups - Close Triceps Position,"Chest, Shoulders"
Chest,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/103/Male/l/103_1.jpg,Compound,Body Only,Strength,Push-Ups With Feet Elevated,"Shoulders, Triceps"
Chest,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/126/Male/l/126_1.jpg,Compound,Exercise Ball,Strength,Push-Ups With Feet On An Exercise Ball,"Shoulders, Triceps"
Chest,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/70/Male/l/70_1.jpg,Compound,Body Only,Strength,Pushups,"Shoulders, Triceps"
Chest,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/81/Male/l/81_1.jpg,Compound,Body Only,Strength,Pushups (Close and Wide Hand Positions),"Shoulders, Triceps"
Biceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/9/Male/l/9_1.jpg,Isolation,Barbell,Strength,Reverse Barbell Curl,Forearms
Biceps,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/8/Male/l/8_1.jpg,Isolation,E-Z Curl Bar,Strength,Reverse Barbell Preacher Curls,Forearms
Biceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/141/Male/l/141_1.jpg,Isolation,Cable,Strength,Reverse Cable Curl,Forearms
Abdominals,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/119/Male/l/119_1.jpg,Isolation,Body Only,Strength,Reverse Crunch,
Shoulders,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/375/Male/l/375_1.jpg,Isolation,Dumbbell,Strength,Reverse Flyes,
Shoulders,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/239/Male/l/239_1.jpg,Isolation,Dumbbell,Strength,Reverse Flyes With External Rotation,
Middle Back,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/128/Male/l/128_2.jpg,Compound,Barbell,Strength,Reverse Grip Bent-Over Rows,"Biceps, Lats, Shoulders"
Triceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/179/Male/l/179_1.jpg,Isolation,Cable,Strength,Reverse Grip Triceps Pushdown,
Hamstrings,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1421/Male/l/1421_1.jpg,N/A,Machine,Strength,Reverse Hyperextension,"Calves, Glutes"
Shoulders,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/912/Male/l/912_1.jpg,Isolation,Machine,Strength,Reverse Machine Flyes,
Biceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/320/Male/l/320_1.jpg,Isolation,Other,Strength,Reverse Plate Curls,Forearms
Triceps,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/358/Male/l/358_1.jpg,Compound,Barbell,Strength,Reverse Triceps Bench Press,"Chest, Shoulders"
Triceps,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1431/Male/l/1431_1.jpg,Compound,Other,Strength,Ring Dips,"Chest, Shoulders"
Calves,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/200/Male/l/200_1.jpg,Isolation,Barbell,Strength,Rocking Standing Calf Raise,
Lats,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/279/Male/l/279_1.jpg,Compound,Other,Strength,Rocky Pull-Ups/Pulldowns,"Biceps, Middle Back, Shoulders"
Hamstrings,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/171/Male/l/171_1.jpg,Compound,Barbell,Strength,Romanian Deadlift,"Calves, Glutes, Lower Back"
Lats,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1441/Male/l/1441_1.jpg,Compound,Other,Strength,Rope Climb,"Biceps, Forearms, Middle Back, Shoulders"
Abdominals,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/888/Male/l/888_1.jpg,Isolation,Cable,Strength,Rope Crunch,
Lats,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/2171/Male/l/2171_1.jpg,Isolation,Cable,Strength,Rope Straight-Arm Pulldown,
Abdominals,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/208/Male/l/208_1.jpg,Compound,Body Only,Strength,Russian Twist,Lower Back
Traps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1451/Male/l/1451_1.jpg,Isolation,None,Strength,Scapular Pull-Up,"Lats, Middle Back"
Hamstrings,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1201/Male/l/1201_1.jpg,Isolation,Other,Strength,Seated Band Hamstring Curl,
Shoulders,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/382/Male/l/382_1.jpg,Compound,Barbell,Strength,Seated Barbell Military Press,Triceps
Abdominals,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/89/Male/l/89_1.jpg,Isolation,Barbell,Strength,Seated Barbell Twist,
Triceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/349/Male/l/349_1.jpg,Isolation,Dumbbell,Strength,Seated Bent-Over One-Arm Dumbbell Triceps Extension,
Shoulders,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/377/Male/l/377_1.jpg,Isolation,Dumbbell,Strength,Seated Bent-Over Rear Delt Raise,
Triceps,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/353/Male/l/353_1.jpg,Isolation,Dumbbell,Strength,Seated Bent-Over Two-Arm Dumbbell Triceps Extension,
Middle Back,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/45/Male/l/45_1.jpg,Compound,Cable,Strength,Seated Cable Rows,"Biceps, Lats, Shoulders"
Shoulders,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/871/Male/l/871_1.jpg,Compound,Cable,Strength,Seated Cable Shoulder Press,Triceps
Calves,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/152/Male/l/152_1.jpg,Isolation,Machine,Strength,Seated Calf Raise,
Biceps,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/309/Male/l/309_1.jpg,Isolation,Barbell,Strength,Seated Close-Grip Concentration Barbell Curl,
Biceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/201/Male/l/201_1.jpg,Isolation,Dumbbell,Strength,Seated Dumbbell Curl,
Biceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/245/Male/l/245_1.jpg,Isolation,Dumbbell,Strength,Seated Dumbbell Inner Biceps Curl,
Forearms,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/385/Male/l/385_1.jpg,Isolation,Dumbbell,Strength,Seated Dumbbell Palms-Down Wrist Curl,
Forearms,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/384/Male/l/384_1.jpg,Isolation,Dumbbell,Strength,Seated Dumbbell Palms-Up Wrist Curl,
Shoulders,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/364/Male/l/364_1.jpg,Compound,Dumbbell,Strength,Seated Dumbbell Press,Triceps
Abdominals,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/93/Male/l/93_1.jpg,Compound,Body Only,Strength,Seated Flat Bench Leg Pull-In,
Neck,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/29/Male/l/29_1.jpg,Isolation,Other,Strength,Seated Head Harness Neck Resistance,
Hamstrings,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/69/Male/l/69_1.jpg,Isolation,Machine,Strength,Seated Leg Curl,
Abdominals,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/290/Male/l/290_1.jpg,Isolation,Body Only,Strength,Seated Leg Tucks,
Middle Back,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/297/Male/l/297_1.jpg,Compound,Cable,Strength,Seated One-arm Cable Pulley Rows,"Biceps, Lats, Traps"
Forearms,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/387/Male/l/387_1.jpg,Isolation,Dumbbell,Strength,Seated One-Arm Dumbbell Palms-Down Wrist Curl,
Forearms,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/386/Male/l/386_1.jpg,Isolation,Dumbbell,Strength,Seated One-Arm Dumbbell Palms-Up Wrist Curl,
Forearms,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/388/Male/l/388_1.jpg,Isolation,Barbell,Strength,Seated Palm-Up Barbell Wrist Curl,
Forearms,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/389/Male/l/389_1.jpg,Isolation,Barbell,Strength,Seated Palms-Down Barbell Wrist Curl,
Shoulders,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/378/Male/l/378_1.jpg,Isolation,Dumbbell,Strength,Seated Side Lateral Raise,
Triceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/341/Male/l/341_1.jpg,Isolation,Dumbbell,Strength,Seated Triceps Press,
Forearms,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/7/Male/l/7_1.jpg,Isolation,Cable,Strength,Seated Two-Arm Palms-Up Low-Pulley Wrist Curl,
Shoulders,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/197/Male/l/197_1.jpg,Compound,Dumbbell,Strength,See-Saw Press (Alternating Side Press),"Abdominals, Triceps"
Lats,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1971/Male/l/1971_1.jpg,Compound,Cable,Strength,Shotgun Row,"Biceps, Middle Back"
Shoulders,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/259/Male/l/259_1.jpg,Compound,Bands,Strength,Shoulder Press - With Bands,Triceps
Abdominals,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/249/Male/l/249_1.jpg,N/A,Body Only,Strength,Side Bridge,Shoulders
Abdominals,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/123/Male/l/123_1.jpg,Compound,Body Only,Strength,Side Jackknife,
Shoulders,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/373/Male/l/373_1.jpg,Isolation,Dumbbell,Strength,Side Lateral Raise,
Shoulders,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1791/Male/l/1791_1.jpg,Isolation,Dumbbell,Strength,Side Laterals to Front Raise,Traps
Lats,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/280/Male/l/280_1.jpg,Compound,Other,Strength,Side To Side Chins,"Biceps, Forearms, Middle Back, Shoulders"
Shoulders,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1761/Male/l/1761_1.jpg,Isolation,Dumbbell,Strength,Single Dumbbell Raise,"Forearms, Traps"
Glutes,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/915/Male/l/915_1.jpg,Isolation,Body Only,Strength,Single Leg Glute Bridge,Hamstrings
Chest,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/2101/Male/l/2101_1.jpg,Isolation,Cable,Strength,Single-Arm Cable Crossover,
Shoulders,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1741/Male/l/1741_1.jpg,Compound,Barbell,Strength,Single-Arm Linear Jammer,"Chest, Triceps"
Chest,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1361/Male/l/1361_1.jpg,Compound,Body Only,Strength,Single-Arm Push-Up,"Shoulders, Triceps"
Quadriceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1231/Male/l/1231_1.jpg,Compound,Other,Strength,Single-Leg High Box Squat,"Glutes, Hamstrings"
Quadriceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1091/Male/l/1091_1.jpg,Isolation,Machine,Strength,Single-Leg Leg Extension,
Abdominals,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/217/Male/l/217_1.jpg,Isolation,Body Only,Strength,Sit-Up,
Shoulders,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1061/Male/l/1061_1.jpg,Compound,Other,Strength,Sled Overhead Backward Walk,"Calves, Middle Back, Quadriceps"
Triceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1321/Male/l/1321_1.jpg,Isolation,Other,Strength,Sled Overhead Triceps Extension,
Shoulders,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1071/Male/l/1071_1.jpg,Isolation,Other,Strength,Sled Reverse Flye,
Middle Back,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1081/Male/l/1081_1.jpg,Compound,Other,Strength,Sled Row,"Biceps, Lats"
